,기업명,기업코드
28803,에이타스광주,01109672
28804,지에스이하이테크,01081172
28805,비디에스개발,01153433
28806,현대씨엔에스,01073058
28807,마곡통합조합프로젝트금융투자,01028216
28808,커버리지제일차,01164101
28809,아이디테크,00314666
28810,에코프렌드,00222107
28811,남양주택산업,00302218
28812,아시아퍼시픽31호선박투자회사,01036464
28813,히타치아로카메디칼한국,00362317
28814,지엘메트로시티,00876421
28815,엠월드,00784096
28816,알룩스메뉴팩처링,00973690
28817,에이원프렌드,01166543
28818,일도기전,01083754
28819,거북선5호선박투자회사,00778040
28820,거북선6호선박투자회사,00778059
28821,동북아44호선박투자회사,01026546
28822,미뉴타텍,01024672
28823,세일신용정보,00588216
28824,리프론,00523273
28825,피닉스,01026148
28826,에이치디세,01153202
28827,비앤와이멜런글로벌펀드,01168772
28828,에이치티투자목적,01168781
28829,제이씨에셋자산운용,01168806
28830,신성장동력그린퓨처사모투자전문회사,01168833
28831,디앤디전략성장,01168842
28832,워터비스블루,01091984
28833,유디제육차유동화전문유한회사,01216370
28834,메디프라임,00762395
28835,엘엠제일차,01186006
28836,어업회사법인신의도천일염,00808466
28837,스포츠모터사이클코리아,00882291
28838,행복두드리미,00989813
28839,센트럴투자파트너스,01200351
28840,제이티비씨스포츠,01204621
28841,뉴힐탑,01031964
28842,오픈핸즈,00857019
28843,엘지파루크,01197039
28844,알로이제사차,01196951
28845,알로이제육차,01196979
28846,티월드제십삼차유동화전문유한회사,01205806
28847,케이아이에스포엔제이차,01170209
28848,써니드림제사차,01177619
28849,비하이브,01177196
28850,에이비에프티제육차,01097429
28851,아이디어소프트,01174852
28852,신우,01176610
28853,행복마스턴제일호기업구조조정부동산투자회사,00894311
28854,성우무역,01174685
28855,한국초저온용기,01177983
28856,카멜리아실버,01116797
28857,메디웰에코,01177406
28858,솔루션실버,01116803
28859,제이더블유디비제이차,01162149
28860,인강개발,00472003
28861,에프앤비,01141146
28862,하남에너지제일차,01011748
28863,세양산업,01018200
28864,디앤시엔터테인먼트,01112825
28865,이니셜포칼리미티드,01117529
28866,에코베스틸,00914590
28867,아이비네오제일차,01105889
28868,솔루션블루마시티,01064582
28869,유플러스엘티이제이십사차유동화전문유한회사,01112047
28870,코크렙제십칠호위탁관리부동산투자회사,00874946
28871,청아띠농업회사법인,00812405
28872,스카이블루제삼차,01126527
28873,재원비앤씨,01082339
28874,용인양지물류제일차,00993010
28875,에프앤디시리즈15,01103623
28876,하나에이스제일차,01051375
28877,더원플러스,01139594
28878,에이치이앤엠,01087723
28879,중소기업진흥공단,01002166
28880,SunSevenStarsHongKongCulturalDevelopmentLimited,01118980
28881,와이케이퍼블릭,01098899
28882,캐피탈인터내셔널펀드,01126846
28883,캐피탈인터내셔널포트폴리오,01126855
28884,메탈씨닷컴,00683353
28885,리암아이앤씨,00816030
28886,다비치인베스트,01103836
28887,DK유테크,00546344
28888,은평새길,00800190
28889,이에스에스홀딩스,01103933
28890,계몽드림웍스,01103942
28891,한미네트웍스,00560070
28892,명남종합건설,00813459
28893,엠디에스제일차,01125351
28894,예당자산관리,00919577
28895,코아셈,00965488
28896,디큐브시티뽀로로파크,00884970
28897,베어링유럽셀렉트펀드,01107416
28898,아리랑에스에프,00540146
28899,에스비,01098598
28900,스페스제사차,01084887
28901,태평양,01140536
28902,나이스펜타제일차,01116830
28903,스마트업제삼차,01130751
28904,스마트업제이차,01130742
28905,스마트업제일차,01130733
28906,영남양곡,01106301
28907,홈플러스금융서비스,01040412
28908,케이더블유로직스,01106338
28909,코리아카본제일차,01106392
28910,와이디강남분당제일차,01084285
28911,방배캐슬제일차,00880053
28912,밸류플러스제삼십삼차,01111552
28913,밸류플러스제삼십사차,01111561
28914,티엔에프이네사코리아,01069295
28915,노블리스제일차,00944184
28916,오성산업에프시,01106310
28917,효성캐피탈제십구차유동화전문유한회사,01106578
28918,더클회계법인,01138133
28919,노무라이화자산운용,01129463
28920,이미지온,01146114
28921,체인지김포투제일차,01097696
28922,와이즈모바일제십칠차유동화전문,01102147
28923,쿼터스제삼차,01116478
28924,케이유인베스트,01116496
28925,하이파이낸스제삼차,01116511
28926,대유산업,00938767
28927,리드드래곤유한공사,01067543
28928,세담씨앤디,00692041
28929,민영에셋,01069189
28930,가산일렉트론,00924302
28931,삼성물산,00126229
28932,기웅정보통신,00824950
28933,제이앤지,00972062
28934,한일제일개발사업단,01034314
28935,명일전기,01071625
28936,인제산업,00688613
28937,세방정유,01068746
28938,동우일렉트론,01020612
28939,SH로지스틱스&테크놀로지,00915003
28940,글로벌오피씨,01138115
28941,솜마씨앤디,01023637
28942,화동,01071096
28943,피투피펀딩,01162574
28944,코엔스타즈,01162486
28945,케이씨엔,01163971
28946,마리아바이오텍,00554796
28947,한우리나눔재단,00946951
28948,피엘에이,00496003
28949,에이치앨디앤시,01155820
28950,미래로디앤시,01084957
28951,코에발코리아,01139910
28952,효성캐피탈제이십차유동화전문유한회사,01117370
28953,아이제이피에스,01073137
28954,에이치케이밸브,00532484
28955,이성씨엔아이,00145516
28956,승용개발,00617244
28957,메디비젼,01023512
28958,샤인크로스제오차,01095935
28959,샤인크로스제육차,01095944
28960,다래렛츠런,01141696
28961,미주산업개발,01100972
28962,아강테크,01152522
28963,서경엔지니어링,00808235
28964,서림환경기술,00722494
28965,성림,01143995
28966,새들브룩프레파라토리스쿨코리아,01082056
28967,케이티시코리아,00224008
28968,오케이아프로캐피탈,00534039
28969,갤럭시,01106134
28970,송원,00207931
28971,하우시스인터페인,00843140
28972,에스지디,01099047
28973,에코탑,00864286
28974,지와인개발,00439655
28975,대건씨앤에스,00958372
28976,옐로쇼핑미디어,01082436
28977,리컴,00915261
28978,우리에너지,01071175
28979,이프로,00656580
28980,씨디인베스트,01144967
28981,한국개발컨설팅,01147849
28982,우일산업,00976679
28983,신촌모터스,01134067
28984,신흥,01086362
28985,동암건설,01077294
28986,금마실업,00412649
28987,흥진레미콘,00100434
28988,금과은,00966821
28989,구띠에커피,00925806
28990,파산자동서팩토링,00232061
28991,한빛신탁제1차유동화전문유한회사,00264282
28992,고려산업기계,00376374
28993,더굿씨엠,00447061
28994,유니시티네트워크코리아,00346018
28995,동조종합건설,00452337
28996,현대디지털엔터테인먼트,00239462
28997,일산종합터미널,00452966
28998,엘지화학제삼차유동화전문유한회사,00507965
28999,농협중앙회제오차유동화전문유한회사,00389323
29000,서천무역,00255761
29001,오원베스트,00538789
29002,튜브사모기업인수증권투자회사3호,00560441
29003,아뮤티제일차유동화전문유한회사,00560326
29004,대우캐피탈오토제이십오차유동화전문유한회사,00558464
29005,비트캠프,00448662
29006,웹스파빌,00560797
29007,어울림제삼차유동화전문유한회사,00564313
29008,테크노써키트,00549484
29009,신이천육제일차유동화전문유한회사,00586421
29010,하이믹스산업,00526243
29011,올림피아스위트,00153959
29012,여의도파크센터제일차유동화전문유한회사,00581763
29013,경부유통제일차유동화전문유한회사,00579449
29014,케이디지엠,00583187
29015,동서유통,00541622
29016,에이치엘에이법학원,00587129
29017,우리엘비제삼차유동화전문유한회사,00430335
29018,아진고속,00541251
29019,태왕염공,00194655
29020,아이에프건설,00347585
29021,진우주택건설,00227917
29022,아이엠엠어드바이저리,00384328
29023,동화기업,00173041
29024,에쓰엠이차유동화전문유한회사,00445470
29025,유림콤포텍,00444976
29026,정원개발,00240662
29027,한림휴먼타워,00448307
29028,DeutscheBankTrustCompanyAmericas,00484406
29029,리조트에버론,00502748
29030,한국투자개발,00528144
29031,남동레미콘,00533988
29032,아이클로버,00637390
29033,알엠씨,00530608
29034,케이원광교월드마크제일차,00918125
29035,아이비스코리아,00646972
29036,글로벌하나제삼차유동화전문유한회사,00395643
29037,솔인베스트제2호사모투자전문회사,01052347
29038,글로벌카노제6차유동화전문유한회사,00420523
29039,글로벌외환제7차유동화전문유한회사,00420514
29040,글로벌한미제팔차유동화전문유한회사,00430432
29041,쥬니스,01054008
29042,별내공영,00984447
29043,대화기기,00168827
29044,송담스테이트제일차,01069310
29045,세대건설,00626853
29046,지더블유,00912626
29047,프라임밸류,00802824
29048,아이디어플랜,00529204
29049,동방하이테크,00769778
29050,테트라제사차,01047868
29051,테트라제삼차,01047859
29052,투에이치엠,01047895
29053,씨제이올리브영,00429870
29054,키움라인,01047992
29055,외환페퍼제일차유동화전문유한회사,01046610
29056,나이키스포츠,00125257
29057,창영전자,00611408
29058,두산캐피탈제십차유동화전문유한회사,01065697
29059,지앤에이치,01065767
29060,가인비엘,01037436
29061,영동염직,01044728
29062,지에이치에스,01044029
29063,정현텔레콤,01044056
29064,카이에이엠씨대부,01044612
29065,엠큐리테일,01043987
29066,하이츠타워,01044296
29067,두용산업개발,01045082
29068,AboveJoyLimited,01081400
29069,고려고주파,01080049
29070,코리아노블메탈,01074127
29071,글로실,00808244
29072,서천네오캐스트,00546724
29073,에스디,01085558
29074,캐비드,00622006
29075,잉글리쉬무무,00677680
29076,숲속의아침,00622699
29077,엘지도요엔지니어링,00841203
29078,더반피엠씨,00960438
29079,세유,01077638
29080,캐스트정보,00476993
29081,코에프씨스카이레이크그로쓰챔프2010의5호사모투자전문회사,00862464
29082,삼호철강,00963198
29083,투원건설,01078479
29084,희천개발,00820866
29085,리즈골프,01041907
29086,뉴캐슬독산제삼차,00997292
29087,브랜드이수제일차,00996479
29088,미래와우리들피에프브이,00815730
29089,미래코,00965178
29090,피앤디컴퍼니,00957276
29091,그린테크놀로지,00817613
29092,애경피에프브이원,00568805
29093,클럽올레,00807281
29094,해진,01095032
29095,유웨이중앙교육,00539803
29096,베스트와이제이제오차,01069338
29097,디케이디엔씨,01098774
29098,신양월드레저,00930048
29099,티에스원,01098349
29100,한일월드렌탈일차,01069949
29101,신동개발투자회사,00603302
29102,필레오지니제삼차,01069985
29103,한일월드렌탈삼차,01069994
29104,브이플러스,00874238
29105,늘푸른하우스,00638636
29106,살룩스어드바이저리,01090897
29107,"ZhejiangSemirGarmentCo.,Ltd.",01090949
